01CYBATON,0,20140314,090001,3.39,3.39,3.39,3.39,60,0
01CYBATON,0,20140314,091003,3.37,3.37,3.37,3.37,100,0
01CYBATON,0,20140314,091505,3.38,3.38,3.38,3.38,5,0
01CYBATON,0,20140314,092013,3.39,3.39,3.39,3.39,10,0
01CYBATON,0,20140314,093745,3.31,3.32,3.31,3.32,150,0
01CYBATON,0,20140314,115627,3.23,3.23,3.23,3.23,2,0
01CYBATON,0,20140314,120534,3.23,3.23,3.23,3.23,16,0
01CYBATON,0,20140314,120716,3.23,3.23,3.23,3.23,5,0
01CYBATON,0,20140314,121120,3.33,3.33,3.32,3.32,48,0
01CYBATON,0,20140314,150011,3.25,3.25,3.25,3.25,200,0
01CYBATON,0,20140314,153231,3.22,3.22,3.22,3.22,80,0
01CYBATON,0,20140314,153338,3.25,3.25,3.25,3.25,9,0
01CYBATON,0,20140314,153528,3.35,3.35,3.35,3.35,6,0
01CYBATON,0,20140314,164916,3.35,3.37,3.35,3.37,400,0
01CYBATON,0,20140314,170001,3.40,3.40,3.40,3.40,30,0
06MAGNA,0,20140314,090001,0.19,0.19,0.19,0.19,25,0
06MAGNA,0,20140314,095246,0.19,0.19,0.19,0.19,10000,0
06MAGNA,0,20140314,095327,0.19,0.19,0.19,0.19,10000,0
06MAGNA,0,20140314,095431,0.19,0.19,0.19,0.19,500,0
06MAGNA,0,20140314,102646,0.18,0.18,0.18,0.18,19,0
06MAGNA,0,20140314,104055,0.18,0.18,0.18,0.18,10000,0
06MAGNA,0,20140314,110931,0.18,0.18,0.18,0.18,4,0
06MAGNA,0,20140314,111232,0.18,0.18,0.18,0.18,2,0
06MAGNA,0,20140314,111724,0.18,0.18,0.18,0.18,2,0
06MAGNA,0,20140314,112832,0.18,0.18,0.18,0.18,2,0
06MAGNA,0,20140314,114021,0.19,0.19,0.19,0.19,5000,0
06MAGNA,0,20140314,120719,0.18,0.18,0.18,0.18,5002,0
06MAGNA,0,20140314,123350,0.18,0.18,0.18,0.18,8,0
06MAGNA,0,20140314,123426,0.18,0.18,0.18,0.18,2750,0
06MAGNA,0,20140314,132049,0.19,0.19,0.19,0.19,1300,0
06MAGNA,0,20140314,133520,0.18,0.18,0.18,0.18,10,0
06MAGNA,0,20140314,134204,0.18,0.18,0.18,0.18,6,0
06MAGNA,0,20140314,135218,0.18,0.18,0.18,0.18,2,0
06MAGNA,0,20140314,142229,0.18,0.18,0.18,0.18,8,0
06MAGNA,0,20140314,143148,0.18,0.18,0.18,0.18,4,0
06MAGNA,0,20140314,150749,0.18,0.18,0.18,0.18,1,0
06MAGNA,0,20140314,152951,0.18,0.18,0.18,0.18,2,0
06MAGNA,0,20140314,154554,0.19,0.19,0.19,0.19,10000,0
06MAGNA,0,20140314,155242,0.18,0.18,0.18,0.18,6,0
06MAGNA,0,20140314,155325,0.19,0.19,0.19,0.19,301,0
06MAGNA,0,20140314,161913,0.18,0.18,0.18,0.18,11,0
06MAGNA,0,20140314,163008,0.19,0.19,0.19,0.19,50,0
06MAGNA,0,20140314,163559,0.19,0.19,0.19,0.19,4000,0
06MAGNA,0,20140314,164623,0.19,0.19,0.19,0.19,8000,0
06MAGNA,0,20140314,164705,0.19,0.19,0.19,0.19,7000,0
06MAGNA,0,20140314,170001,0.19,0.19,0.19,0.19,17000,0
06MAGNA,0,20140314,170402,0.19,0.19,0.19,0.19,1000,0
08OCTAVA,0,20140314,090001,0.79,0.79,0.79,0.79,25,0
08OCTAVA,0,20140314,092448,0.80,0.80,0.80,0.80,5000,0
08OCTAVA,0,20140314,102646,0.79,0.79,0.79,0.79,209,0
08OCTAVA,0,20140314,103054,0.79,0.79,0.79,0.79,766,0
08OCTAVA,0,20140314,104139,0.78,0.78,0.78,0.78,10000,0
08OCTAVA,0,20140314,110945,0.78,0.78,0.78,0.78,4,0
08OCTAVA,0,20140314,111233,0.78,0.78,0.78,0.78,2,0
08OCTAVA,0,20140314,111713,0.79,0.79,0.79,0.79,9234,0
08OCTAVA,0,20140314,111816,0.79,0.79,0.79,0.79,2,0
08OCTAVA,0,20140314,112833,0.79,0.79,0.79,0.79,2,0
08OCTAVA,0,20140314,120720,0.79,0.79,0.79,0.79,2,0
08OCTAVA,0,20140314,123350,0.79,0.79,0.79,0.79,8,0
08OCTAVA,0,20140314,133956,0.79,0.79,0.79,0.79,10,0
08OCTAVA,0,20140314,134149,0.79,0.79,0.79,0.79,6,0
