01NFI,0,20030526,100007,3.64,3.64,3.64,3.64,108,0
01NFI,0,20030526,100008,3.64,3.64,3.64,3.64,10,0
01NFI,0,20030526,100503,3.64,3.64,3.64,3.64,3,0
01NFI,0,20030526,100630,3.64,3.64,3.64,3.64,3,0
01NFI,0,20030526,100933,3.64,3.64,3.64,3.64,9,0
01NFI,0,20030526,101711,3.64,3.64,3.64,3.64,1,0
01NFI,0,20030526,101827,3.64,3.64,3.60,3.60,100,0
01NFI,0,20030526,101916,3.60,3.60,3.60,3.60,2,0
01NFI,0,20030526,101920,3.60,3.60,3.60,3.60,3,0
01NFI,0,20030526,105406,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,110348,3.60,3.60,3.60,3.60,3,0
01NFI,0,20030526,110823,3.60,3.60,3.60,3.60,200,0
01NFI,0,20030526,111030,3.60,3.60,3.60,3.60,3,0
01NFI,0,20030526,111504,3.60,3.60,3.60,3.60,2,0
01NFI,0,20030526,111918,3.60,3.60,3.60,3.60,7,0
01NFI,0,20030526,113611,3.60,3.60,3.60,3.60,7,0
01NFI,0,20030526,113826,3.60,3.60,3.60,3.60,10,0
01NFI,0,20030526,113839,3.60,3.60,3.60,3.60,106,0
01NFI,0,20030526,113858,3.60,3.60,3.60,3.60,10,0
01NFI,0,20030526,114155,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,115229,3.60,3.60,3.60,3.60,20,0
01NFI,0,20030526,120535,3.60,3.60,3.60,3.60,9,0
01NFI,0,20030526,122436,3.60,3.60,3.60,3.60,300,0
01NFI,0,20030526,123446,3.60,3.60,3.60,3.60,2,0
01NFI,0,20030526,123637,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,123648,3.60,3.60,3.60,3.60,3,0
01NFI,0,20030526,123816,3.60,3.60,3.60,3.60,3,0
01NFI,0,20030526,124654,3.60,3.60,3.60,3.60,96,0
01NFI,0,20030526,131259,3.60,3.60,3.60,3.60,2,0
01NFI,0,20030526,131503,3.60,3.60,3.60,3.60,9,0
01NFI,0,20030526,132400,3.60,3.60,3.60,3.60,50,0
01NFI,0,20030526,132502,3.60,3.60,3.60,3.60,2,0
01NFI,0,20030526,134511,3.60,3.60,3.60,3.60,3,0
01NFI,0,20030526,140152,3.60,3.60,3.60,3.60,15,0
01NFI,0,20030526,140230,3.60,3.60,3.60,3.60,124,0
01NFI,0,20030526,141144,3.60,3.60,3.60,3.60,9,0
01NFI,0,20030526,141854,3.60,3.60,3.60,3.60,2,0
01NFI,0,20030526,143206,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,143913,3.60,3.60,3.60,3.60,8,0
01NFI,0,20030526,144210,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,144640,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,145743,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,153822,3.60,3.60,3.60,3.60,6,0
01NFI,0,20030526,154007,3.68,3.68,3.68,3.68,800,0
01NFI,0,20030526,154411,3.69,3.70,3.69,3.70,627,0
01NFI,0,20030526,154414,3.70,3.70,3.70,3.70,1,0
01NFI,0,20030526,154826,3.60,3.60,3.60,3.60,5,0
01NFI,0,20030526,161004,3.60,3.60,3.60,3.60,4,0
02NFI,0,20030526,100009,2.25,2.25,2.25,2.25,1109,0
02NFI,0,20030526,100010,2.25,2.25,2.25,2.25,40,0
02NFI,0,20030526,100536,2.25,2.25,2.25,2.25,3,0
02NFI,0,20030526,100649,2.25,2.25,2.25,2.25,3,0
02NFI,0,20030526,100933,2.25,2.25,2.25,2.25,9,0
02NFI,0,20030526,101720,2.25,2.25,2.25,2.25,1,0
02NFI,0,20030526,101916,2.25,2.25,2.25,2.25,2,0
02NFI,0,20030526,101942,2.25,2.25,2.25,2.25,3,0
02NFI,0,20030526,101959,2.25,2.25,2.25,2.25,100,0
02NFI,0,20030526,105431,2.25,2.25,2.25,2.25,5,0
02NFI,0,20030526,110408,2.25,2.25,2.25,2.25,3,0
